name,Rarity,Alignment,Creature Level,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Perception,HP,AC,Fort,Ref,Will,Fort DC,Ref DC,Will DC,speed_Land,speed_Fly,speed_Swim,spped_Burrow,speed_Climb,speed_Other,speed_Highest Overland,one_Immunity,one_Resistance,one_Weakness,many_Immunity,many_Resistance,many_Weakness,Attack 1,attack1_mod,Attack 2,attack2_mod,Attack 3,attack3_mod,Attack 4,attack4_mod,Attack 5,attack5_mod,Attack 6,attack6_mod,Attack 7,attack7_mod,Max HB,Spells 1,spell1_mod,Spells 2,spell2_mod,Spells 3,spell3_mod,Max DC,SPAtk 1,SPAtk 2,SPAtk 3,Max SPAtk,dmg_acid,dmg_cold,dmg_electricity,dmg_fire,dmg_sonic,dmg_Negative,dmg_Positive,dmg_Mental,dmg_Poison,dmg_Force,dmg_Bludgeoning,dmg_Piercing,dmg_Slashing,dmg_Persistent,dmg_Bleed,dmg_Lawful,dmg_Chaotic,dmg_Good,dmg_Evil,dmg_Magical,Reaction 1,Reaction 2,Reaction 3,Attack Op
OOBAK,Common,Chaotic Evil,1,Amphibious,Boggard,Humanoid,,,,,7,24,16,9,5,7,,-1,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee morningstar +8 (versatile P), Damage 1d6+3 bludgeoning",8,"Melee tongue +8 (reach 10 feet), Effect tongue grab",8,"Ranged sling +7 (propulsive, reload 1, range increment 50 feet), Damage 1d6+1 bludgeoning",7,0,,0,,0,,0,,8,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
YROACK,Common,Chaotic Evil,1,Amphibious,Boggard,Humanoid,,,,,7,24,16,9,5,7,,-1,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee morningstar +8 (versatile P), Damage 1d6+3 bludgeoning",8,"Melee tongue +8 (reach 10 feet), Effect tongue grab",8,"Ranged sling +7 (propulsive, reload 1, range increment 50 feet), Damage 1d6+1 bludgeoning",7,0,,0,,0,,0,,8,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BOGGARD SCOUT,Common,Chaotic Evil,1,Amphibious,Boggard,Humanoid,,,,,7,24,16,9,5,7,,-1,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee morningstar +8 (versatile P), Damage 1d6+3 bludgeoning",8,"Melee tongue +8 (reach 10 feet), Effect tongue grab",8,"Ranged sling +7 (propulsive, reload 1, range increment 50 feet), Damage 1d6+1 bludgeoning",7,0,,0,,0,,0,,8,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BOGGARD WARRIOR,Common,Chaotic Evil,2,Amphibious,Boggard,Humanoid,,,,,8,38,17,10,5,8,,-2,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee club +10, Damage 1d6+6 bludgeoning",10,"Melee tongue +10 (reach 10 feet), Effect tongue grab",10,"Ranged javelin +6 (thrown 30 feet), Damage 1d6+4 piercing",6,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,"Ranged club +6 (thrown 10 feet), Damage 1d6+6 bludgeoning",6,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GOLGA,Common,Chaotic Evil,3,Amphibious,Boggard,Humanoid,,,,,11,40,18,9,7,11,,-1,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee staff +10 (two-hand d8), Damage 1d4+6 bludgeoning",10,"Melee tongue +10 (reach 10 feet), Effect tongue grab",10,0,,0,,0,,0,,0,,10,"Primal Prepared Spells DC 21, attack +11; 2nd acid arrow, obscuring mist; 1st fear, jump, shillelagh; Cantrips (2nd) acid splash, dancing lights, ray of frost, tanglefoot",21,0,,0,,21,11,,,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
LORGBLO,Common,Chaotic Evil,3,Amphibious,Boggard,Humanoid,,,,,11,40,18,9,7,11,,-1,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee staff +10 (two-hand d8), Damage 1d4+6 bludgeoning",10,"Melee tongue +10 (reach 10 feet), Effect tongue grab",10,0,,0,,0,,0,,0,,10,"Primal Prepared Spells DC 21, attack +11; 2nd acid arrow, obscuring mist; 1st fear, jump, shillelagh; Cantrips (2nd) acid splash, dancing lights, ray of frost, tanglefoot",21,0,,0,,21,11,,,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
OLBBIT,Common,Chaotic Evil,3,Amphibious,Boggard,Humanoid,,,,,11,40,18,9,7,11,,-1,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee staff +10 (two-hand d8), Damage 1d4+6 bludgeoning",10,"Melee tongue +10 (reach 10 feet), Effect tongue grab",10,0,,0,,0,,0,,0,,10,"Primal Prepared Spells DC 21, attack +11; 2nd acid arrow, obscuring mist; 1st fear, jump, shillelagh; Cantrips (2nd) acid splash, dancing lights, ray of frost, tanglefoot",21,0,,0,,21,11,,,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BOGGARD SWAMPSEER,Common,Chaotic Evil,3,Amphibious,Boggard,Humanoid,,,,,11,40,18,9,7,11,,-1,,20,,25,,,swamp stride,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee staff +10 (two-hand d8), Damage 1d4+6 bludgeoning",10,"Melee tongue +10 (reach 10 feet), Effect tongue grab",10,0,,0,,0,,0,,0,,10,"Primal Prepared Spells DC 21, attack +11; 2nd acid arrow, obscuring mist; 1st fear, jump, shillelagh; Cantrips (2nd) acid splash, dancing lights, ray of frost, tanglefoot",21,0,,0,,21,11,,,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BONE CROUPIER,Common,Neutral Evil,5,Undead,,,,,,,11,50,22,9,14,14,-3,,,25,,,,,,25,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Melee claw +14 (agile, finesse), Damage 2d8+5 slashing",14,0,,0,,0,,0,,0,,0,,14,Occult Innate Spells DC 22; 4th discern lies; 3rd mind reading; 1st illusory disguise; Cantrips (4th) prestidigitation,22,0,,0,,22,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BONE SHIP,Rare,Chaotic Evil,18,Undead,,,,,,,32,415,42,33,27,30,,-5,,,,40,,,,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Melee hull +35 (reach 20 feet), Damage 3d10+17 bludgeoning plus 2d10 negative",35,"Melee skeleton crew +35 (agile), Damage 3d6+17 slashing plus 2d10 negative",35,"Ranged bone cannon +35 (brutal, magical tradition: divine The power of the divine is steeped in faith, the unseen, and belief in a power source from beyond the Material Plane. Clerics are the most iconic divine spellcasters, beseeching the gods to grant them their magic. Divine sorcerers can use the blood of their celestial or fiendish ancestors as a divine conduit, and champions call upon their gods to grant them martial prowess through divine guidance.&gt;divine, negative, range increment 100 feet), Damage 2d12+12 bludgeoning damage plus 2d10 negative",35,0,,0,,0,,0,,35,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
BONE SKIPPER SWARM,Uncommon,Neutral,6,Animal,Swarm,,,,,,17,120,24,14,17,12,,,,25,40,,,,,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GIANT BONE SKIPPER,Uncommon,Neutral,7,Animal,,,,,,,17,115,25,15,17,15,,,,25,40,,,,,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee mandibles +18, Damage 2d10+6 piercing plus marrow rot",18,0,,0,,0,,0,,0,,0,,18,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BORE WORM SWARM,Common,Neutral,5,Animal,Swarm,,,,,,12,60,20,15,12,8,,,,15,,,30,,,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ICE BORE WORM SWARM,Common,Neutral,5,Animal,Swarm,,,,,,12,60,20,15,12,8,,,,15,,,30,,,30,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
LAVA BORE WORM SWARM,Common,Neutral,5,Animal,Swarm,,,,,,12,60,20,15,12,8,,,,15,,,30,,,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
MAGE-EATER BORE WORM SWARM,Common,Neutral,5,Animal,Swarm,,,,,,12,60,20,15,12,8,,,,15,,,30,,,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
NECRAL BORE WORM SWARM,Common,Neutral,5,Animal,Swarm,Undead,,,,,12,60,20,15,12,8,,,,15,,,30,,,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
EMPRESS BORE WORM,Common,Neutral,7,Animal,,,,,,,13,140,23,18,14,11,,,,25,,,40,,,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee bite +17 (reach 15 feet), Damage 2d6+9 piercing plus 1d6 acid and painful bite",17,0,,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
EMPRESS ICE BORE WORM,Common,Neutral,7,Animal,,,,,,,13,140,23,18,14,11,,,,25,,,40,,,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee bite +17 (reach 15 feet), Damage 2d6+9 piercing plus 1d6 cold and painful bite",17,0,,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
EMPRESS LAVA BORE WORM,Common,Neutral,7,Animal,,,,,,,13,140,23,18,14,11,,,,25,,,40,,,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee bite +17 (reach 15 feet), Damage 2d6+9 piercing plus 1d6 fire and painful bite",17,0,,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
EMPRESS MAGE-EATER BORE WORM,Common,Neutral,7,Animal,,,,,,,13,140,23,18,14,11,,,,25,,,40,,,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee bite +17 (reach 15 feet), Damage 2d6+9 piercing plus 1d6 acid and painful bite",17,0,,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
EMPRESS NECRAL BORE WORM,Common,Neutral,7,Animal,Undead,,,,,,13,140,23,18,14,11,,,,25,,,40,,,40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee bite +17 (reach 15 feet), Damage 2d6+9 piercing plus 1d6 negative and painful bite",17,0,,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BRAIN COLLECTOR,Uncommon,Chaotic Evil,8,Aberration,,,,,,,18,140,26,15,13,18,,-2,,25,30,,,,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee jaws +20, Damage 2d12+6 piercing plus brain collector venom",20,"Melee claw +20 (agile), Damage 2d8+6 slashing",20,0,,0,,0,,0,,0,,20,"magical tradition: occult The practitioners of occult traditions seek to understand the unexplainable, categorize the bizarre, and otherwise access the ephemeral in a systematic way. Bards are the most iconic occult spellcasters, collecting strange esoterica and using their performances to influence the mind or elevate the soul, and occult sorcerers strive to understand the mysterious power in their blood.&gt;occult Spontaneous Spells DC 26, attack +18; 4th (2 slots) confusion, phantasmal killer; 3rd (3 slots) dispel magic, haste, paralyze; 2nd (4 slots) humanoid form, invisibility, mirror image, paranoia; 1st (4 slots) mindlink, ray of enfeeblement, true strike, unseen servant; Cantrips (4th) dancing lights, detect magic, mage hand, prestidigitation",26,0,,0,,26,18,,,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BRAINCHILD,Rare,Chaotic Evil,11,Illusion,Mental,,,,,,18,200,30,21,22,18,,,,30,30,,,,,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee illusory weapon +24 (illusion, mental, magical tradition: occult The practitioners of occult traditions seek to understand the unexplainable, categorize the bizarre, and otherwise access the ephemeral in a systematic way. Bards are the most iconic occult spellcasters, collecting strange esoterica and using their performances to influence the mind or elevate the soul, and occult sorcerers strive to understand the mysterious power in their blood.&gt;occult), Damage 4d6+10 mental plus urban legend",24,"Ranged illusory weapon +24 (illusion, mental, magical tradition: occult The practitioners of occult traditions seek to understand the unexplainable, categorize the bizarre, and otherwise access the ephemeral in a systematic way. Bards are the most iconic occult spellcasters, collecting strange esoterica and using their performances to influence the mind or elevate the soul, and occult sorcerers strive to understand the mysterious power in their blood.&gt;occult, range 100 feet), Damage 4d6+6 mental plus urban legend",24,0,,0,,0,,0,,0,,24,"Occult Innate Spells DC 30; 5th phantasmal killer (c3973, image resembles the brainchild); 4th dimension door (c3972); Cantrips (6th) ghost sound, message",30,0,,0,,30,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
BREGDI,Uncommon,Neutral,9,Animal,Aquatic,,,,,,18,180,27,20,18,17,,,,20,,40,,,,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee jaws +21 (reach 10 feet), Damage 2d12+8 piercing",21,"Melee hook claw +21 (agile, reach 10 feet), Damage 2d8+8 piercing plus Grab",21,0,,0,,0,,0,,0,,21,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BRIGHT WALKER,Rare,Neutral Evil,9,Incorporeal,Spirit,Undead,,,,,19,115,26,15,21,19,-1,,,,25 ; landbound,,,,,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee radiant touch +21 (agile, finesse, fire, light, magical), Damage 2d8+11 fire",21,"Ranged radiant ray +21 (fire, light, magical, range increment 60 feet) Damage 2d6+11 fire",21,0,,0,,0,,0,,0,,21,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
TANGLETOP,Common,Neutral,1,Fey,,,,,,,7,25,16,4,9,9,-2,,,20,,,,,,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee shortsword +7 (agile, finesse), Damage 1d6 slashing",7,0,,0,,0,,0,,0,,0,,7,"Primal Innate Spells DC 17; 4th dimension door (self only); 3rd mending; 1st ventriloquism; Cantrips (4th) dancing lights, prestidigitation",17,0,,0,,17,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BROWNIE,Common,Neutral,1,Fey,,,,,,,7,25,16,4,9,9,-2,,,20,,,,,,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee shortsword +7 (agile, finesse), Damage 1d6 slashing",7,0,,0,,0,,0,,0,,0,,7,"Primal Innate Spells DC 17; 4th dimension door (self only); 3rd mending; 1st ventriloquism; Cantrips (4th) dancing lights, prestidigitation",17,0,,0,,17,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GAHLEPOD (JUVENILE BRUGHADATCH),Common,Chaotic Evil,7,Amphibious,Fey,,,,,,13,140,24,17,19,14,,,,10,,35,,,,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee jaws +17, Damage 2d8+7 piercing",17,0,,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Churning Frenzy Trigger The gahlepod becomes adjacent to at least one other gahlepod; Frequency once per round; Effect The gahlepod is spurred into a frenzy by the others. For the rest of the round, their jaws Strike deals 1d6 persistent bleed damage in addition to the listed damage.",,,FALSE
BRUGHADATCH (MIDLIFE BRUGHADATCH),Common,Chaotic Evil,10,Amphibious,Fey,,,,,,19,210,30,22,16,20,,-4,,25,,25,,,,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee jaws +21, Damage 2d10+9 piercing plus Grab",21,"Melee claw +19 (agile), Damage 2d8+5 slashing",19,0,,0,,0,,0,,0,,21,"Primal Innate Spells DC 28, attack +22; 4th charm (at will), confusion; 3rd enthrall (c3973); 2nd faerie fire, hideous laughter; 1st fear (at will); Cantrips (4th) detect magic, produce flame",28,0,,0,,28,22,,,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
DOBLAGUB (ELDER BRUGHADATCH),Common,Chaotic Evil,13,Amphibious,Fey,,,,,,26,250,35,23,18,26,,-5,,10,,10,,,,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee jaws +27 (reach 10 feet), Damage 4d8+14 bludgeoning plus Grab",27,"Melee tongue +27 (reach 15 feet), Effect Grab and Pull 10 feet",27,0,,0,,0,,0,,0,,27,"Primal Innate Spells DC 33, attack +27; 6th crushing despair, dominate; 5th confusion, enthrall (c3972), illusory scene (at will), wall of stone; 4th charm (at will), lightning bolt (c3972), paralyze (c3973); 3rd faerie fire (c3972), fear (at will), hideous laughter; Cantrips (6th) detect magic, produce flame; Constant (6th) true seeing",33,0,,0,,33,27,,,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
LUROK,Common,Neutral Evil,2,Goblin,Humanoid,,,,,,7,34,17,9,8,5,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee bastard sword +10 (two-hand d12), Damage 1d8+4 piercing",10,"Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning",10,"Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing",8,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
YOLETCHA,Common,Neutral Evil,2,Goblin,Humanoid,,,,,,7,34,17,9,8,5,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee bastard sword +10 (two-hand d12), Damage 1d8+4 piercing",10,"Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning",10,"Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing",8,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BUGBEAR MARAUDER,Common,Neutral Evil,2,Goblin,Humanoid,,,,,,7,34,17,9,8,5,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee longsword +10 (versatile P), Damage 1d8+4 slashing",10,"Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning",10,"Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing",8,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BUGBEAR THUG,Common,Neutral Evil,2,Goblin,Humanoid,,,,,,7,34,17,9,8,5,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee bastard sword +10 (two-hand d12), Damage 1d8+4 piercing",10,"Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning",10,"Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing",8,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
OVERSEER KEPSI,Common,Neutral Evil,3,Goblin,Humanoid,,,,,,8,44,20,9,10,6,-1,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee dagger +11 (agile, versatile S), Damage 1d4+6 piercing",11,"Melee sickle +11 (agile, finesse, trip), Damage 1d4+6 slashing",11,"Ranged dagger +10 (agile, thrown 10 feet, versatile S), Damage 1d4+6 piercing",10,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
